ID,City,Year of birth,Gender,Education Level,Education success,Tollo consumption,Frequency tollo consumption,Sharks in Peru,Species_sharks_1,Species_sharks_2,Species_sharks_3,Shark consumption,Shark_consumption_1,Shark_consumption_2,Shark_consumption_3,
503,PIU,1994,2.00,4,2,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
504,PIU,1973,1.00,2,1,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
505,PIU,1981,2.00,2,2,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
506,PIU,1990,2.00,2,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
507,PIU,1975,2.00,3,2,1.00,3.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
508,PIU,1980,2.00,2,1,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
509,PIU,1978,2.00,2,1,1.00,4.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
510,PIU,1991,2.00,4,2,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
511,PIU,1992,2.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
512,PIU,1988,2.00,4,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
513,PIU,1980,2.00,2,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
514,PIU,1975,2.00,3,1,1.00,4.00,1.00,tiburon blanco,tollo,N/A,1,tollo,N/A,N/A,
515,PIU,1971,2.00,2,2,1.00,3.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
516,PIU,1986,1.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
517,PIU,1990,2.00,4,2,1.00,2.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
518,PIU,1962,1.00,3,2,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
519,PIU,1995,1.00,2,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
520,PIU,1987.00,1.00,3,1,2.00,N/A,1.00,tiburon azul,N/A,N/A,N/A,N/A,N/A,N/A,
521,PIU,1989,1.00,4,1,1.00,2.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
522,PIU,1976,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
523,PIU,1978,2.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
524,PIU,1983,2.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
525,PIU,1990,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
526,PIU,1981,2.00,4,1,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
527,PIU,1969,2.00,2,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
528,PIU,1952,2.00,2,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
529,PIU,1950,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
530,PIU,1980,2.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
531,PIU,1956,1.00,3,1,1.00,2.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
532,PIU,1964,1.00,4,1,1.00,4.00,1.00,tollo,N/A,N/A,3,N/A,N/A,N/A,
533,PIU,1971,2.00,4,1,1.00,4.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
534,PIU,1985,1.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
535,PIU,1965,1.00,3,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
536,PIU,1976,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
537,PIU,1960,1.00,3,1,1.00,3.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
538,PIU,1959,1.00,4,1,1.00,2.00,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
539,PIU,1988,1.00,4,1,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
540,PIU,1984,2.00,3,1,1.00,5.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
541,PIU,1970,2.00,4,2,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
542,PIU,1992,1.00,4,1,1.00,1.00,1.00,tiburon agua caliente,N/A,N/A,3,N/A,N/A,N/A,
543,PIU,1974,2.00,3,1,1.00,5.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
544,PIU,1989,2.00,4,1,1.00,4.00,1.00,tiburon azul,tiburon blanco,N/A,2,N/A,N/A,N/A,
545,PIU,1994,1.00,4,2,1.00,5.00,1.00,tiburon azul,N/A,N/A,2,N/A,N/A,N/A,
546,PIU,1997,2.00,4,1,1.00,4.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
547,PIU,1985,2.00,3,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
548,PIU,1969,2.00,3,2,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
549,PIU,1995,2.00,4,2,1.00,5.00,1.00,tiburon azul,N/A,N/A,2,N/A,N/A,N/A,
550,PIU,1956,2.00,3,1,1.00,2.00,1.00,tiburon azul,tiburon blanco,N/A,1,N/A,N/A,N/A,
551,PIU,1973,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
552,PIU,1996,2.00,4,2,1.00,3.00,1.00,tiburon azul,N/A,N/A,2,N/A,N/A,N/A,
553,PIU,1968,2.00,3,1,1.00,4.00,1.00,tiburon azul,tiburon blanco,N/A,1,N/A,N/A,N/A,
554,PIU,1959,1.00,2,1,1.00,5.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
555,PIU,1987,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
556,PIU,1996,2.00,4,2,1.00,5.00,1.00,tiburon blanco,N/A,N/A,3,N/A,N/A,N/A,
557,PIU,1985,1.00,4,2,1.00,4.00,1.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
558,PIU,1962,1.00,2,,1.00,1.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
559,PIU,1963,2.00,3,1,1.00,4.00,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
560,ILO,1985.00,2.00,4,1,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
561,ILO,1986.00,2.00,NA,,2.00,N/A,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
562,ILO,1982.00,1.00,3,1,3.00,0.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
563,ILO,1990.00,2.00,2,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
564,ILO,1974.00,1.00,3,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
565,ILO,1985.00,1.00,2,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
566,ILO,1989.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
567,ILO,1981.00,2.00,4,1,2.00,0.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
568,ILO,1982.00,2.00,4,1,2.00,N/A,3.00,N/A,N/A,N/A,1,azul,N/A,N/A,
569,ILO,1965,2.00,4,1,1.00,5.00,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
570,ILO,1972,2.00,3,1,1.00,N/A,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
571,ILO,1986.00,1.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
572,ILO,1953,2.00,1,1,1.00,5.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
573,ILO,1959,1.00,4,1,1.00,5.00,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
574,ILO,1982.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
575,ILO,1972,1.00,4,1,1.00,4.00,1.00,diamante,martillo,N/A,N/A,N/A,N/A,N/A,
576,ILO,1981.00,2.00,3,1,2.00,0.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
577,ILO,1982.00,2.00,4,1,3.00,N/A,1.00,barco,N/A,N/A,3,N/A,N/A,N/A,
578,ILO,1993.00,1.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
579,ILO,1969.00,2.00,4,1,2.00,N/A,1.00,pez azul,N/A,N/A,3,N/A,N/A,N/A,
580,ILO,1964,2.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
581,ILO,1976.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
582,ILO,1977.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
583,ILO,1974.00,2.00,3,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
584,ILO,1993.00,2.00,4,2,2.00,N/A,1.00,tiburon azul,N/A,N/A,3,N/A,N/A,N/A,
585,ILO,1980.00,2.00,1,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
586,ILO,1981.00,2.00,4,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
587,ILO,1986.00,2.00,4,2,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
588,ILO,1979.00,2.00,2,1,2.00,N/A,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
589,ILO,1971,1.00,4,1,1.00,4.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
590,ILO,1991,2.00,3,1,1.00,4.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
591,ILO,1962.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
592,ILO,1986,2.00,4,1,1.00,3.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
593,ILO,1971.00,1.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
594,ILO,1997.00,1.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
595,ILO,1988.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
596,ILO,1979.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
597,ILO,1970.00,2.00,4,1,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
598,ILO,1939,1.00,2,2,1.00,5.00,1.00,azul,N/A,N/A,2,N/A,N/A,N/A,
599,ILO,1968,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
600,ILO,1965,2.00,4,1,1.00,4.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
601,ILO,1955,1.00,4,2,1.00,5.00,1.00,bufeo,N/A,N/A,3,N/A,N/A,N/A,
602,ILO,1978.00,2.00,3,1,3.00,0.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
603,ILO,1989.00,2.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
604,ILO,1971.00,2.00,4,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
605,ILO,1966.00,1.00,3,1,2.00,N/A,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
606,ILO,1967.00,2.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
607,ILO,1991.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
608,ILO,1987.00,1.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
609,ILO,1992.00,2.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
610,ILO,1955.00,2.00,4,1,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
611,ILO,1942,1.00,1,1,1.00,4.00,1.00,tollo,machete,martillo,1,tollo,machete,martillo,
612,ILO,1983.00,1.00,4,1,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
613,ILO,1972.00,1.00,3,1,2.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
614,ILO,1979.00,1.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
615,ILO,1996.00,2.00,4,2,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
616,ILO,1971,2.00,4,1,1.00,5.00,1.00,tiburon pequeños,N/A,N/A,1,azul,N/A,N/A,
617,ILO,1972,1.00,3,2,1.00,5.00,1.00,tollo,pez martillo,N/A,1,tollo,N/A,N/A,
618,ILO,1981,1.00,3,1,1.00,3.00,1.00,diamante,perico,N/A,2,N/A,N/A,N/A,
619,ILO,1960,2.00,NA,,1.00,3.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
620,ILO,1987.00,1.00,4,1,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
621,ILO,1968.00,2.00,3,1,3.00,N/A,1.00,pez espada,N/A,N/A,3,N/A,N/A,N/A,
622,ILO,1969.00,2.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
623,ILO,1996,1.00,4,2,1.00,1.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
624,ILO,1959,1.00,3,1,1.00,5.00,1.00,azul,N/A,N/A,1,azul,N/A,N/A,
625,ILO,1980,2.00,4,1,1.00,2.00,1.00,albacora,N/A,N/A,1,albacora,N/A,N/A,
626,ILO,1976,2.00,3,1,1.00,4.00,1.00,tiburon blanco,N/A,N/A,1,pez espada,N/A,N/A,
627,ILO,1963.00,2.00,4,2,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
628,ILO,1970.00,2.00,3,1,3.00,N/A,1.00,N/A,N/A,N/A,1,tiburon azul,N/A,N/A,
629,ILO,1990,2.00,4,2,1.00,5.00,1.00,azul,N/A,N/A,1,azul,N/A,N/A,
630,ILO,1959.00,2.00,4,2,3.00,N/A,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
631,ILO,1994.00,2.00,3,1,2.00,N/A,1.00,tollo,tiburon martillo,N/A,N/A,N/A,N/A,N/A,
632,ILO,1978.00,1.00,3,1,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
633,ILO,1990.00,1.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
634,ILO,1990.00,1.00,4,1,2.00,0.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
635,ILO,1977.00,2.00,4,2,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
636,ILO,1982.00,2.00,4,2,2.00,N/A,3.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
637,ILO,1992.00,2.00,2,1,3.00,0.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
638,ILO,1968.00,2.00,3,1,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
639,ILO,1985.00,2.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
640,ILO,1969,1.00,3,1,1.00,4.00,1.00,tollo,azul,N/A,1,tollo,azul,N/A,
641,ILO,1985,1.00,4,2,1.00,2.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
642,ILO,1962,1.00,2,1,1.00,3.00,1.00,tiburon azul,N/A,N/A,1,tollo,N/A,N/A,
643,ILO,1994.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
644,ILO,1985,1.00,3,1,1.00,4.00,1.00,diamante,N/A,N/A,1,diamante,N/A,N/A,
645,ILO,1995.00,2.00,4,2,2.00,N/A,1.00,diamante,N/A,N/A,2,N/A,N/A,N/A,
646,ILO,1985.00,2.00,3,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
647,ILO,1966,1.00,2,2,1.00,5.00,1.00,diamante,tollo,N/A,3,N/A,N/A,N/A,
648,ILO,1987,2.00,2,2,1.00,5.00,3.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
649,ILO,1993.00,1.00,3,2,3.00,N/A,1.00,diamante,martillo,N/A,3,N/A,N/A,N/A,
650,ILO,1975,2.00,3,2,1.00,5.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
651,ILO,1971.00,2.00,3,2,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
652,ILO,1968,2.00,3,1,1.00,5.00,1.00,martillo,N/A,N/A,2,N/A,N/A,N/A,
653,ILO,1976,2.00,4,1,1.00,5.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
654,ILO,1983,N/A,4,1,1.00,4.00,1.00,tollo,N/A,N/A,1,tollo,N/A,N/A,
655,ILO,1987.00,2.00,3,2,3.00,N/A,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
656,ILO,1995.00,1.00,3,1,3.00,N/A,1.00,tollo,diamante,N/A,3,N/A,N/A,N/A,
657,ILO,1983,1.00,3,1,1.00,5.00,1.00,tollo,martillo,N/A,1,tollo,N/A,N/A,
658,ILO,1978.00,1.00,2,1,3.00,N/A,1.00,diamante,azul,N/A,1,diamante,N/A,N/A,
659,ILO,1985.00,1.00,4,1,3.00,N/A,1.00,tollo,N/A,N/A,3,N/A,N/A,N/A,
660,ILO,1971.00,2.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
661,ILO,1987.00,2.00,3,1,2.00,N/A,1.00,diamante,N/A,N/A,3,N/A,N/A,N/A,
662,ILO,1985.00,1.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
663,ILO,1978.00,1.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
664,ILO,1981.00,2.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
665,ILO,1987.00,2.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
666,ILO,1982.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
667,ILO,1983.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
668,ILO,1982.00,1.00,4,1,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
669,ILO,1989,1.00,3,1,1.00,5.00,1.00,diamante,N/A,N/A,1,diamante,N/A,N/A,
670,ILO,1986.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
671,ILO,1980.00,2.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
672,ILO,1980.00,2.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
673,ILO,1982,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
674,ILO,1987,2.00,3,1,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
675,ILO,1977,2.00,2,1,1.00,4.00,1.00,diamante,martillo,N/A,3,N/A,N/A,N/A,
676,ILO,1985.00,1.00,3,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
677,ILO,1981,2.00,4,1,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
678,ILO,1985.00,2.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
679,ILO,1980,1.00,3,1,1.00,5.00,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
680,ILO,1989.00,2.00,4,1,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
681,ILO,1984.00,2.00,2,1,2.00,5.00,1.00,pinchirata,martillo,diamante,1,tollo,N/A,N/A,
682,ILO,1963.00,2.00,4,1,3.00,N/A,1.00,azulejo,N/A,N/A,3,N/A,N/A,N/A,
683,ILO,1997.00,1.00,4,2,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
684,ILO,1990.00,2.00,4,1,3.00,N/A,1.00,espada,leon,N/A,3,N/A,N/A,N/A,
685,ILO,1989.00,2.00,4,2,3.00,N/A,1.00,azulejo,N/A,N/A,3,N/A,N/A,N/A,
686,ILO,1979.00,2.00,4,1,3.00,N/A,1.00,blanco,N/A,N/A,3,N/A,N/A,N/A,
687,ILO,1993.00,1.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
688,ILO,1994,2.00,3,2,1.00,6.00,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
689,ILO,1994.00,2.00,4,2,3.00,N/A,1.00,azul,diamante,N/A,3,N/A,N/A,N/A,
690,ILO,1976.00,1.00,3,2,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
691,ILO,1970.00,1.00,4,1,2.00,N/A,1.00,tollo,N/A,N/A,3,N/A,N/A,N/A,
692,ILO,1969,2.00,1,1,1.00,4.00,1.00,tollo,azul,N/A,1,tollo,N/A,N/A,
693,ILO,1978.00,2.00,3,2,2.00,N/A,1.00,diamante,N/A,N/A,1,diamante,N/A,N/A,
694,ILO,1980.00,2.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
695,ILO,1957,2.00,3,1,1.00,3.00,1.00,tollo,azul,diamante,1,diamante,tollo,N/A,
696,ILO,1972.00,2.00,3,2,2.00,N/A,1.00,diamante,N/A,N/A,2,N/A,N/A,N/A,
697,ILO,1998,1.00,4,2,1.00,4.00,1.00,azul,diamante,tollo,1,tollo,diamante,N/A,
698,ILO,1948,1.00,2,2,1.00,4.00,1.00,azulejo,diamante,tollo,1,azueljo,N/A,N/A,
699,ILO,1993.00,1.00,3,1,2.00,N/A,1.00,tollo,N/A,N/A,3,N/A,N/A,N/A,
700,ILO,1983.00,2.00,3,1,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
701,ILO,1980.00,2.00,3,1,3.00,N/A,1.00,azulejo,N/A,N/A,3,N/A,N/A,N/A,
702,ILO,1995.00,2.00,4,1,3.00,N/A,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
703,ILO,1967,2.00,3,1,1.00,3.00,1.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
704,ILO,1992.00,1.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
705,ILO,1990.00,1.00,4,2,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
706,ILO,1992.00,1.00,4,2,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
707,ILO,1978.00,1.00,3,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
708,ILO,1996.00,2.00,4,2,3.00,N/A,1.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
709,ILO,1996.00,2.00,4,2,3.00,N/A,1.00,azul,diamante,N/A,1,diamante,N/A,N/A,
710,ILO,1967,2.00,4,2,1.00,5.00,2.00,N/A,N/A,N/A,1,tollo,N/A,N/A,
711,ILO,1983,1.00,4,2,1.00,5.00,1.00,azul,diamante,tigre,1,azul,N/A,N/A,
712,ILO,1995.00,2.00,4,2,3.00,N/A,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
713,ILO,1984.00,2.00,3,1,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
714,ILO,1962,1.00,3,1,1.00,5.00,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
715,ILO,1972,2.00,3,2,1.00,5.00,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
716,ILO,1986.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
717,ILO,1983.00,1.00,3,1,3.00,N/A,1.00,martillo,N/A,N/A,3,N/A,N/A,N/A,
718,ILO,1977,1.00,4,1,1.00,5.00,1.00,N/A,N/A,N/A,1,N/A,N/A,N/A,
719,ILO,1981.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
720,ILO,1993.00,1.00,3,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
721,ILO,1991.00,2.00,4,2,3.00,N/A,1.00,azul,N/A,N/A,3,N/A,N/A,N/A,
722,ILO,1989.00,2.00,3,2,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
723,ILO,1984.00,2.00,4,2,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
724,ILO,1979.00,1.00,4,2,2.00,N/A,3.00,N/A,N/A,N/A,1,azul,N/A,N/A,
725,ILO,1979.00,2.00,4,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
726,ILO,1973.00,1.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
727,ILO,1977,2.00,4,1,1.00,3.00,1.00,tiburon azul,N/A,N/A,1,tiburon azul,N/A,N/A,
728,ILO,1975.00,2.00,4,1,3.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
729,ILO,1983.00,1.00,4,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
731,PIS,1982,1.00,NA,,1.00,N/A,1.00,blanco,N/A,N/A,3,N/A,N/A,N/A,
732,PIS,1958.00,1.00,4,1,3.00,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,
733,PIS,1961.00,2.00,3,1,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
734,PIS,1974.00,2.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
735,PIS,1979,2.00,3,1,1.00,5.00,2.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
736,PIS,,1.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,2,N/A,N/A,N/A,
737,PIS,1969.00,2.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
738,PIS,1964.00,2.00,4,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
739,PIS,1985.00,2.00,2,1,2.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
740,PIS,1967,2.00,3,1,1.00,5.00,3.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
741,PIS,1958.00,2.00,2,1,2.00,N/A,2.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
742,PIS,1972.00,2.00,2,1,3.00,N/A,3.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
743,PIS,1959.00,2.00,2,1,2.00,N/A,2.00,N/A,N/A,N/A,3,N/A,N/A,N/A,
744,PIS,1988,1.00,4,1,1.00,4.00,1.00,chicos,N/A,N/A,3,N/A,N/A,N/A,
